,state,job_title,company,job_description,avg
782,NSW,Senior Data Scientist,        Amazon.com,"            Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences....",87500.0
783,QLD,Data Scientist / Analyst,        Queensl Rail,            Our newly created position known internally as the Condition Analyst sits within Network Assessment Management and is responsible for proving in depth analysis...,91435.0
784,NSW,Pathologist and Research Scientist ,        Australian Army,Research Scientists are also integral components of RAAMC and are responsible for performing research at the Joint Health Command unit - the Australian Army...,87500.0
785,NSW,Business Analyst Process Improvement Professional,        Children's Cancer Institute,            5+ years’ experience as a Business Analyst with extensive end to end process improvement. We currently have an exciting opportunity for a Business Analyst...,87500.0
786,NSW,Operations Analyst ,         chill,            You are passionate about the ability of data to change a business and how numbers can be transformed into key product insight....,87500.0
787,NSW,Property Analyst,        JLL,"            Taking the lead in quality management on the account data systems and client interface systems. The role also includes internal data system quality management,...",87500.0
788,NSW,Technical Marketing Content Writer freelance / part time,        Daisee,"            Daisee employs data scientists, software engineers and business professionals. Proven working experience in technical writing preferably in the field of...",90000.0
789,NSW,Programming Geek ,        AllAssignmentHelp.com,"            Knowledgeable with the concepts of Java, C, C++, PHP, Python, Javascript. We are looking for expert writers to help students globally in their Marketing and HR...",87500.0
790,NSW,Advanced Trainee,        NSW Health Service,Research and Teaching:. Participation in research projects. Participation in appropriate research projects....,87500.0
791,NSW,Executive Interviewer – Part Time,        Kim & Associates,            Cultivate and maintain relationship with Research Partners. Carry out quantitative and qualitative research interviews averaging 45 minutes....,87500.0
792,NSW,Budget Analyst,        The Treasury,            Chief Financial Officer Division / Corporate Services and Business Strategy Group. About the Roles....,87500.0
793,NSW,Provisional Fellow,        NSW Health Service,"            Demonstrated commitment to research. The position will be primarily focussed on clinical research related to patients with neuroendocrine tumours, but there...",87500.0
794,VIC, Technology Solutions Professional ,        Microsoft,"            You will lead and manage relationships with Data Scientists, Business Decision Makers (BDMs), App Dev Leads to drive Advanced Analytics platform adoption and...",87500.0
795,NSW,Airport Services Agent 9 months contract,        Qatar Airways,"            Experience - minimum 2 years of job-related experience required. Performs other related duties, as assigned, for the purpose of ensuring the efficient and...",87500.0
796,NSW,Airport Manager ,        Avis Budget Group,"            In addition to a competitive salary and product discounts, you'll be empowered to take responsibility and make decisions – to get on and do a great job!...",87500.0
798,NSW,Storepeople Stock Inventory,        JB Hi-Fi,            We are now looking for a Storeperson (Stock Inventory) to work at our Westfield Sydney store on a full time employment basis.Duties include processing incoming...,87500.0
800,NSW,Full,        Trusty Tailz,"            We require you to be able to work 5 days per week from 8.00am to 3.30 where you will pick up 4 dogs from their homes, take them to the park where they run off...",46800.0
802,Nan,Minesite Cleaner ,        Spotless,            If staff are required to obtain qualifications to perform other duties then Spotless will provide training to ensure staff will be able to perform these duties...,87500.0
803,NSW,Student Administration Officer,        University of Wollongong,"            You will be prompted to respond to the selection criteria as part of the online application process, based on the position description below....",87500.0
804,NSW,Junior Data Analyst,        SECORA,"            Junior Data Analyst. The Junior Data Analyst will; The Junior Data Analyst will undertake in depth evaluation and verification of data, ensuring information is...",77500.0
805,NSW,Machine Learning,        See-Mode Technologies,"            Experience in computer vision, medical image analysis, and machine learning. Strong programming skills in Python or C++....",87500.0
806,NSW,Data Scientist,        Freelancer.com,"            Proven experience as a data scientist or analyst. Extensive knowledge and experience in statistics, machine learning and big data analytics a plus....",87500.0
807,NSW,BUSINESS INTELLIGENCE ANALYST,        Torrens University Australia,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
808,QLD,Data Scientist/Analyst Programmer,        CareerHub,"Machine Learning methodologies. Programming - (C#, Python, Java, Pearl, Shell script, SQL, Matlab and similar)....",75000.0
809,NSW,Business Intelligence Analyst,        Laureate Education,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
810,NSW,Data Scientist,        Nearmap - AU,"            At Nearmap, we're growing our data science team, and we’re after a data scientist / machine learning engineer who’s got enough experience to just come in and...",87500.0
811,NSW,"Consumer Research Data Analyst, ANZ",        Mintel Group,            Consumer insights analyst of survey data:. Regularly field data requests and other research and statistics-related queries from Mintel consultants and business...,87500.0
812,NSW,Business Intelligence Data Modeller and ETL,        GWF,"            You will be joining the Central Analytics & Business Intelligence function that deliver solutions by designing, developing, supporting, and maintaining robust...",87500.0
813,NSW,Supply Chain & Procurement Business Analyst,        ISS,Business analysis using multiple data sources to explore and agree a baseline and promote procurement savings....,87500.0
814,NSW,Business AnalystCards & Payment ,        IBM,Business Analyst(Cards & Payment - 1 years fixed term hire - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year...,82110.0
815,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
816,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
817,NSW,Agile Business Analyst ,        Clear Recruitment,"            An understanding of Artificial Intelligence and Machine Learning, or experience working on cool innovation products....",195000.0
818,NSW,Data Scientist Python/R ,        Correlate Resources,            Work within a team of industry leading Data Scientists to map out the Gaming clients complex customer strategies to be optimised through Data Science and...,140000.0
819,NSW,Python / Spark Developer ,        Limelight Consulting Group Pty Ltd,"            A real passion for machine learning, data structures, distributed computing and artificial intelligence. My client, a leading technology business, focused on...",87500.0
820,NSW,Research Associate,        University of New South Wales,"            The research will involve theory, algorithm development (including large simulations) and analysis of real data. C programming, Linux, Matlab, R, Python;...",94500.0
821,VIC,DATA OPERATIONS ENGINEER & ANALYST,        University of Melbourne,"            Substantial background in DevOps, Data Engineering, Data Management, System/Data Administration, or large, complex, economic or social data....",91807.5
822,NSW,Postdoctoral Scientist,        Plant & Food Research,"            Plant & Food Research conducts research that adds value to fruit, vegetable, crop and food products. This is an exciting opportunity to contribute to our...",87500.0
823,Nan,Data Analyst,        Colonial First State,"Business Calendar activities. This assists in ensuring we deliver compliant reporting to meet licensing requirements, provide high value business intelligence...",87500.0
824,NSW,Junior Data Analyst ,        HelloFresh,            You have at least 1-year previous experience working in a research or data analyst role. You are passionate about the ability of data to change a business and...,87500.0
825,NSW,Data Analyst ,        Fluent Commerce,"            We're looking for a data nerd with aspirations of becoming a data scientist to help us with platform data analysis, platform usage insights and business metrics...",87500.0
826,NSW,2018/2019 Macquarie Summer Internship Program Opportunities...,        Macquarie Group Limited,"            Technical Business Analyst. Business Banking (Brisbane). Cash Equities Research (Sydney). You’ll be sitting side-by-side with business leaders, learning on the...",87500.0
827,VIC,Student Intern Melbourne,        SAP,"            With both platforms, you can build scalable and secure apps leveraging the latest mobile, Big Data, Machine Learning and Internet of Things technologies....",87500.0
828,NSW,Clinical AI Intern,        Medius Health,            Help provide information and expertise while learning about the workings of artificial intelligence in healthcare....,87500.0
829,NSW,Data Engineering Intern,        Medius Health,            Understanding of Business Intelligence concepts. SQL Data querying/general data analysis skills. We are looking for a Data Engineer Intern to join our growing...,87500.0
830,NSW,2018 / 2019 Summer Intern Program ,        Atlassian,"            We are a heavily data driven team, utilising a variety of data collection, enrichment, analytics and visualisations to learn about how complex systems operate....",87500.0
831,NSW,Vocational Internship Program: Climate Change and Renewable...,        south pole group,"            Understand client needs, gather market intelligence and identify industry trends. Support the research team by working on topics concerning Climate Action....",87500.0
832,NSW,Global Markets | Summer Analyst Internship 2019,        Bank of America,            Perform market and quantitative research analysis. Placement is determined after the hiring process matching the business needs and the interests/skills of the...,87500.0
833,NSW,Telemarketer & Junior sales staff required,        Docsell,            Your focus will be on cold calling business in the Sydney CBD and Northern Beaches. We are an elite manufacturer of a variety of products within the business...,87500.0
834,NSW,Sales Manager,        Mahlab,            Ability to manage strong existing client base and be self-motivated to develop new business opportunities. We are looking to hire a Media Sales Manager who is...,87500.0
835,NSW,"APS6, Intelligence Analyst, Sydney",        Australian Criminal Intelligence Commission (ACIC),"Intelligence Analysts work closely with other intelligence professionals, operational teams and external partner agencies, to ensure that intelligence outputs...",70116.0
836,NSW,Business Intelligence Analyst ,        Prospa,            As a Business Intelligence Analyst you will craft visually succinct dashboards that empower business decisions....,87500.0
837,NSW,BUSINESS ANALYST ,        Herbert Smith Freehills,            5+ years of experience as a business analyst with sound understanding of the concepts of business intelligence including data warehousing....,87500.0
838,NSW,Business Analyst ,        IBM,Business Analyst - 12 months fixed term contract - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year fixed...,109620.0
839,QLD,Senior Business Data Analyst 2 positions,        Queensl Government,            Undertake advanced analysis of data utilising various applications and methods to enable integrated data and process improvement services to a range of clients...,87500.0
840,NSW,Business Intelligence Analyst,        Michael Page,Machine Learning - Artificial Intelligence is an added advantage. High Profile Government Agency....,87500.0
841,Nan,Data Analyst,        Alchemy Recruitment Consulting,            Collaborate with business function SME's to solve data problems; Apply data and analysis techniques to identify and collate data;...,87500.0
842,VIC,Associate Research Fellow in Deep Learning,        Deakin University,"            Join the Strategic Research Centre for Pattern Recognition and Data Analytics and initiate and conduct research in the areas of NLP, machine learning, and...",79194.5
843,NSW,Senior Data Scientist,        Amazon.com,"            Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences....",87500.0
844,QLD,Data Scientist / Analyst,        Queensl Rail,            Our newly created position known internally as the Condition Analyst sits within Network Assessment Management and is responsible for proving in depth analysis...,91435.0
845,NSW,Pathologist and Research Scientist ,        Australian Army,Research Scientists are also integral components of RAAMC and are responsible for performing research at the Joint Health Command unit - the Australian Army...,87500.0
846,NSW,Business Analyst Process Improvement Professional,        Children's Cancer Institute,            5+ years’ experience as a Business Analyst with extensive end to end process improvement. We currently have an exciting opportunity for a Business Analyst...,87500.0
847,NSW,Operations Analyst ,         chill,            You are passionate about the ability of data to change a business and how numbers can be transformed into key product insight....,87500.0
848,NSW,Property Analyst,        JLL,"            Taking the lead in quality management on the account data systems and client interface systems. The role also includes internal data system quality management,...",87500.0
849,NSW,Technical Marketing Content Writer freelance / part time,        Daisee,"            Daisee employs data scientists, software engineers and business professionals. Proven working experience in technical writing preferably in the field of...",90000.0
850,NSW,Programming Geek ,        AllAssignmentHelp.com,"            Knowledgeable with the concepts of Java, C, C++, PHP, Python, Javascript. We are looking for expert writers to help students globally in their Marketing and HR...",87500.0
851,NSW,Advanced Trainee,        NSW Health Service,Research and Teaching:. Participation in research projects. Participation in appropriate research projects....,87500.0
852,NSW,Executive Interviewer – Part Time,        Kim & Associates,            Cultivate and maintain relationship with Research Partners. Carry out quantitative and qualitative research interviews averaging 45 minutes....,87500.0
853,NSW,Budget Analyst,        The Treasury,            Chief Financial Officer Division / Corporate Services and Business Strategy Group. About the Roles....,87500.0
854,NSW,Provisional Fellow,        NSW Health Service,"            Demonstrated commitment to research. The position will be primarily focussed on clinical research related to patients with neuroendocrine tumours, but there...",87500.0
855,VIC, Technology Solutions Professional ,        Microsoft,"            You will lead and manage relationships with Data Scientists, Business Decision Makers (BDMs), App Dev Leads to drive Advanced Analytics platform adoption and...",87500.0
856,NSW,Airport Services Agent 9 months contract,        Qatar Airways,"            Experience - minimum 2 years of job-related experience required. Performs other related duties, as assigned, for the purpose of ensuring the efficient and...",87500.0
857,NSW,Airport Manager ,        Avis Budget Group,"            In addition to a competitive salary and product discounts, you'll be empowered to take responsibility and make decisions – to get on and do a great job!...",87500.0
859,NSW,Storepeople Stock Inventory,        JB Hi-Fi,            We are now looking for a Storeperson (Stock Inventory) to work at our Westfield Sydney store on a full time employment basis.Duties include processing incoming...,87500.0
861,NSW,Full,        Trusty Tailz,"            We require you to be able to work 5 days per week from 8.00am to 3.30 where you will pick up 4 dogs from their homes, take them to the park where they run off...",46800.0
863,Nan,Minesite Cleaner ,        Spotless,            If staff are required to obtain qualifications to perform other duties then Spotless will provide training to ensure staff will be able to perform these duties...,87500.0
864,NSW,Student Administration Officer,        University of Wollongong,"            You will be prompted to respond to the selection criteria as part of the online application process, based on the position description below....",87500.0
865,NSW,Junior Data Analyst,        SECORA,"            Junior Data Analyst. The Junior Data Analyst will; The Junior Data Analyst will undertake in depth evaluation and verification of data, ensuring information is...",77500.0
866,NSW,Machine Learning,        See-Mode Technologies,"            Experience in computer vision, medical image analysis, and machine learning. Strong programming skills in Python or C++....",87500.0
867,NSW,Data Scientist,        Freelancer.com,"            Proven experience as a data scientist or analyst. Extensive knowledge and experience in statistics, machine learning and big data analytics a plus....",87500.0
868,NSW,BUSINESS INTELLIGENCE ANALYST,        Torrens University Australia,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
869,QLD,Data Scientist/Analyst Programmer,        CareerHub,"Machine Learning methodologies. Programming - (C#, Python, Java, Pearl, Shell script, SQL, Matlab and similar)....",75000.0
870,NSW,Business Intelligence Analyst,        Laureate Education,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
871,NSW,Data Scientist,        Nearmap - AU,"            At Nearmap, we're growing our data science team, and we’re after a data scientist / machine learning engineer who’s got enough experience to just come in and...",87500.0
872,NSW,"Consumer Research Data Analyst, ANZ",        Mintel Group,            Consumer insights analyst of survey data:. Regularly field data requests and other research and statistics-related queries from Mintel consultants and business...,87500.0
873,NSW,Business Intelligence Data Modeller and ETL,        GWF,"            You will be joining the Central Analytics & Business Intelligence function that deliver solutions by designing, developing, supporting, and maintaining robust...",87500.0
874,NSW,Supply Chain & Procurement Business Analyst,        ISS,Business analysis using multiple data sources to explore and agree a baseline and promote procurement savings....,87500.0
875,NSW,Business AnalystCards & Payment ,        IBM,Business Analyst(Cards & Payment - 1 years fixed term hire - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year...,82110.0
876,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
877,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
878,NSW,Agile Business Analyst ,        Clear Recruitment,"            An understanding of Artificial Intelligence and Machine Learning, or experience working on cool innovation products....",195000.0
879,NSW,Data Scientist Python/R ,        Correlate Resources,            Work within a team of industry leading Data Scientists to map out the Gaming clients complex customer strategies to be optimised through Data Science and...,140000.0
880,NSW,Python / Spark Developer ,        Limelight Consulting Group Pty Ltd,"            A real passion for machine learning, data structures, distributed computing and artificial intelligence. My client, a leading technology business, focused on...",87500.0
881,NSW,Research Associate,        University of New South Wales,"            The research will involve theory, algorithm development (including large simulations) and analysis of real data. C programming, Linux, Matlab, R, Python;...",94500.0
882,VIC,DATA OPERATIONS ENGINEER & ANALYST,        University of Melbourne,"            Substantial background in DevOps, Data Engineering, Data Management, System/Data Administration, or large, complex, economic or social data....",91807.5
883,NSW,Postdoctoral Scientist,        Plant & Food Research,"            Plant & Food Research conducts research that adds value to fruit, vegetable, crop and food products. This is an exciting opportunity to contribute to our...",87500.0
884,Nan,Data Analyst,        Colonial First State,"Business Calendar activities. This assists in ensuring we deliver compliant reporting to meet licensing requirements, provide high value business intelligence...",87500.0
885,NSW,Junior Data Analyst ,        HelloFresh,            You have at least 1-year previous experience working in a research or data analyst role. You are passionate about the ability of data to change a business and...,87500.0
886,NSW,Data Analyst ,        Fluent Commerce,"            We're looking for a data nerd with aspirations of becoming a data scientist to help us with platform data analysis, platform usage insights and business metrics...",87500.0
887,NSW,2018/2019 Macquarie Summer Internship Program Opportunities...,        Macquarie Group Limited,"            Technical Business Analyst. Business Banking (Brisbane). Cash Equities Research (Sydney). You’ll be sitting side-by-side with business leaders, learning on the...",87500.0
888,VIC,Student Intern Melbourne,        SAP,"            With both platforms, you can build scalable and secure apps leveraging the latest mobile, Big Data, Machine Learning and Internet of Things technologies....",87500.0
889,NSW,Clinical AI Intern,        Medius Health,            Help provide information and expertise while learning about the workings of artificial intelligence in healthcare....,87500.0
890,NSW,Data Engineering Intern,        Medius Health,            Understanding of Business Intelligence concepts. SQL Data querying/general data analysis skills. We are looking for a Data Engineer Intern to join our growing...,87500.0
891,NSW,2018 / 2019 Summer Intern Program ,        Atlassian,"            We are a heavily data driven team, utilising a variety of data collection, enrichment, analytics and visualisations to learn about how complex systems operate....",87500.0
892,NSW,Vocational Internship Program: Climate Change and Renewable...,        south pole group,"            Understand client needs, gather market intelligence and identify industry trends. Support the research team by working on topics concerning Climate Action....",87500.0
893,NSW,Global Markets | Summer Analyst Internship 2019,        Bank of America,            Perform market and quantitative research analysis. Placement is determined after the hiring process matching the business needs and the interests/skills of the...,87500.0
894,NSW,Telemarketer & Junior sales staff required,        Docsell,            Your focus will be on cold calling business in the Sydney CBD and Northern Beaches. We are an elite manufacturer of a variety of products within the business...,87500.0
895,NSW,Sales Manager,        Mahlab,            Ability to manage strong existing client base and be self-motivated to develop new business opportunities. We are looking to hire a Media Sales Manager who is...,87500.0
896,NSW,"APS6, Intelligence Analyst, Sydney",        Australian Criminal Intelligence Commission (ACIC),"Intelligence Analysts work closely with other intelligence professionals, operational teams and external partner agencies, to ensure that intelligence outputs...",70116.0
897,NSW,Business Intelligence Analyst ,        Prospa,            As a Business Intelligence Analyst you will craft visually succinct dashboards that empower business decisions....,87500.0
898,NSW,BUSINESS ANALYST ,        Herbert Smith Freehills,            5+ years of experience as a business analyst with sound understanding of the concepts of business intelligence including data warehousing....,87500.0
899,NSW,Business Analyst ,        IBM,Business Analyst - 12 months fixed term contract - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year fixed...,109620.0
900,QLD,Senior Business Data Analyst 2 positions,        Queensl Government,            Undertake advanced analysis of data utilising various applications and methods to enable integrated data and process improvement services to a range of clients...,87500.0
901,NSW,Business Intelligence Analyst,        Michael Page,Machine Learning - Artificial Intelligence is an added advantage. High Profile Government Agency....,87500.0
902,Nan,Data Analyst,        Alchemy Recruitment Consulting,            Collaborate with business function SME's to solve data problems; Apply data and analysis techniques to identify and collate data;...,87500.0
903,VIC,Associate Research Fellow in Deep Learning,        Deakin University,"            Join the Strategic Research Centre for Pattern Recognition and Data Analytics and initiate and conduct research in the areas of NLP, machine learning, and...",79194.5
904,NSW,Senior Data Scientist,        Amazon.com,"            Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences....",87500.0
905,QLD,Data Scientist / Analyst,        Queensl Rail,            Our newly created position known internally as the Condition Analyst sits within Network Assessment Management and is responsible for proving in depth analysis...,91435.0
906,NSW,Pathologist and Research Scientist ,        Australian Army,Research Scientists are also integral components of RAAMC and are responsible for performing research at the Joint Health Command unit - the Australian Army...,87500.0
907,NSW,Business Analyst Process Improvement Professional,        Children's Cancer Institute,            5+ years’ experience as a Business Analyst with extensive end to end process improvement. We currently have an exciting opportunity for a Business Analyst...,87500.0
908,NSW,Operations Analyst ,         chill,            You are passionate about the ability of data to change a business and how numbers can be transformed into key product insight....,87500.0
909,NSW,Property Analyst,        JLL,"            Taking the lead in quality management on the account data systems and client interface systems. The role also includes internal data system quality management,...",87500.0
910,NSW,Technical Marketing Content Writer freelance / part time,        Daisee,"            Daisee employs data scientists, software engineers and business professionals. Proven working experience in technical writing preferably in the field of...",90000.0
911,NSW,Programming Geek ,        AllAssignmentHelp.com,"            Knowledgeable with the concepts of Java, C, C++, PHP, Python, Javascript. We are looking for expert writers to help students globally in their Marketing and HR...",87500.0
912,NSW,Advanced Trainee,        NSW Health Service,Research and Teaching:. Participation in research projects. Participation in appropriate research projects....,87500.0
913,NSW,Executive Interviewer – Part Time,        Kim & Associates,            Cultivate and maintain relationship with Research Partners. Carry out quantitative and qualitative research interviews averaging 45 minutes....,87500.0
914,NSW,Budget Analyst,        The Treasury,            Chief Financial Officer Division / Corporate Services and Business Strategy Group. About the Roles....,87500.0
915,NSW,Provisional Fellow,        NSW Health Service,"            Demonstrated commitment to research. The position will be primarily focussed on clinical research related to patients with neuroendocrine tumours, but there...",87500.0
916,VIC, Technology Solutions Professional ,        Microsoft,"            You will lead and manage relationships with Data Scientists, Business Decision Makers (BDMs), App Dev Leads to drive Advanced Analytics platform adoption and...",87500.0
917,NSW,Airport Services Agent 9 months contract,        Qatar Airways,"            Experience - minimum 2 years of job-related experience required. Performs other related duties, as assigned, for the purpose of ensuring the efficient and...",87500.0
918,NSW,Airport Manager ,        Avis Budget Group,"            In addition to a competitive salary and product discounts, you'll be empowered to take responsibility and make decisions – to get on and do a great job!...",87500.0
920,NSW,Storepeople Stock Inventory,        JB Hi-Fi,            We are now looking for a Storeperson (Stock Inventory) to work at our Westfield Sydney store on a full time employment basis.Duties include processing incoming...,87500.0
922,NSW,Full,        Trusty Tailz,"            We require you to be able to work 5 days per week from 8.00am to 3.30 where you will pick up 4 dogs from their homes, take them to the park where they run off...",46800.0
924,Nan,Minesite Cleaner ,        Spotless,            If staff are required to obtain qualifications to perform other duties then Spotless will provide training to ensure staff will be able to perform these duties...,87500.0
925,NSW,Student Administration Officer,        University of Wollongong,"            You will be prompted to respond to the selection criteria as part of the online application process, based on the position description below....",87500.0
926,NSW,Junior Data Analyst,        SECORA,"            Junior Data Analyst. The Junior Data Analyst will; The Junior Data Analyst will undertake in depth evaluation and verification of data, ensuring information is...",77500.0
927,NSW,Machine Learning,        See-Mode Technologies,"            Experience in computer vision, medical image analysis, and machine learning. Strong programming skills in Python or C++....",87500.0
928,NSW,Data Scientist,        Freelancer.com,"            Proven experience as a data scientist or analyst. Extensive knowledge and experience in statistics, machine learning and big data analytics a plus....",87500.0
929,NSW,BUSINESS INTELLIGENCE ANALYST,        Torrens University Australia,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
930,QLD,Data Scientist/Analyst Programmer,        CareerHub,"Machine Learning methodologies. Programming - (C#, Python, Java, Pearl, Shell script, SQL, Matlab and similar)....",75000.0
931,NSW,Business Intelligence Analyst,        Laureate Education,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
932,NSW,Data Scientist,        Nearmap - AU,"            At Nearmap, we're growing our data science team, and we’re after a data scientist / machine learning engineer who’s got enough experience to just come in and...",87500.0
933,NSW,"Consumer Research Data Analyst, ANZ",        Mintel Group,            Consumer insights analyst of survey data:. Regularly field data requests and other research and statistics-related queries from Mintel consultants and business...,87500.0
934,NSW,Business Intelligence Data Modeller and ETL,        GWF,"            You will be joining the Central Analytics & Business Intelligence function that deliver solutions by designing, developing, supporting, and maintaining robust...",87500.0
935,NSW,Supply Chain & Procurement Business Analyst,        ISS,Business analysis using multiple data sources to explore and agree a baseline and promote procurement savings....,87500.0
936,NSW,Business AnalystCards & Payment ,        IBM,Business Analyst(Cards & Payment - 1 years fixed term hire - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year...,82110.0
937,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
938,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
939,NSW,Agile Business Analyst ,        Clear Recruitment,"            An understanding of Artificial Intelligence and Machine Learning, or experience working on cool innovation products....",195000.0
940,NSW,Data Scientist Python/R ,        Correlate Resources,            Work within a team of industry leading Data Scientists to map out the Gaming clients complex customer strategies to be optimised through Data Science and...,140000.0
941,NSW,Python / Spark Developer ,        Limelight Consulting Group Pty Ltd,"            A real passion for machine learning, data structures, distributed computing and artificial intelligence. My client, a leading technology business, focused on...",87500.0
942,NSW,Research Associate,        University of New South Wales,"            The research will involve theory, algorithm development (including large simulations) and analysis of real data. C programming, Linux, Matlab, R, Python;...",94500.0
943,VIC,DATA OPERATIONS ENGINEER & ANALYST,        University of Melbourne,"            Substantial background in DevOps, Data Engineering, Data Management, System/Data Administration, or large, complex, economic or social data....",91807.5
944,NSW,Postdoctoral Scientist,        Plant & Food Research,"            Plant & Food Research conducts research that adds value to fruit, vegetable, crop and food products. This is an exciting opportunity to contribute to our...",87500.0
945,Nan,Data Analyst,        Colonial First State,"Business Calendar activities. This assists in ensuring we deliver compliant reporting to meet licensing requirements, provide high value business intelligence...",87500.0
946,NSW,Junior Data Analyst ,        HelloFresh,            You have at least 1-year previous experience working in a research or data analyst role. You are passionate about the ability of data to change a business and...,87500.0
947,NSW,Data Analyst ,        Fluent Commerce,"            We're looking for a data nerd with aspirations of becoming a data scientist to help us with platform data analysis, platform usage insights and business metrics...",87500.0
948,NSW,2018/2019 Macquarie Summer Internship Program Opportunities...,        Macquarie Group Limited,"            Technical Business Analyst. Business Banking (Brisbane). Cash Equities Research (Sydney). You’ll be sitting side-by-side with business leaders, learning on the...",87500.0
949,VIC,Student Intern Melbourne,        SAP,"            With both platforms, you can build scalable and secure apps leveraging the latest mobile, Big Data, Machine Learning and Internet of Things technologies....",87500.0
950,NSW,Clinical AI Intern,        Medius Health,            Help provide information and expertise while learning about the workings of artificial intelligence in healthcare....,87500.0
951,NSW,Data Engineering Intern,        Medius Health,            Understanding of Business Intelligence concepts. SQL Data querying/general data analysis skills. We are looking for a Data Engineer Intern to join our growing...,87500.0
952,NSW,2018 / 2019 Summer Intern Program ,        Atlassian,"            We are a heavily data driven team, utilising a variety of data collection, enrichment, analytics and visualisations to learn about how complex systems operate....",87500.0
953,NSW,Vocational Internship Program: Climate Change and Renewable...,        south pole group,"            Understand client needs, gather market intelligence and identify industry trends. Support the research team by working on topics concerning Climate Action....",87500.0
954,NSW,Global Markets | Summer Analyst Internship 2019,        Bank of America,            Perform market and quantitative research analysis. Placement is determined after the hiring process matching the business needs and the interests/skills of the...,87500.0
955,NSW,Telemarketer & Junior sales staff required,        Docsell,            Your focus will be on cold calling business in the Sydney CBD and Northern Beaches. We are an elite manufacturer of a variety of products within the business...,87500.0
956,NSW,Sales Manager,        Mahlab,            Ability to manage strong existing client base and be self-motivated to develop new business opportunities. We are looking to hire a Media Sales Manager who is...,87500.0
957,NSW,"APS6, Intelligence Analyst, Sydney",        Australian Criminal Intelligence Commission (ACIC),"Intelligence Analysts work closely with other intelligence professionals, operational teams and external partner agencies, to ensure that intelligence outputs...",70116.0
958,NSW,Business Intelligence Analyst ,        Prospa,            As a Business Intelligence Analyst you will craft visually succinct dashboards that empower business decisions....,87500.0
959,NSW,BUSINESS ANALYST ,        Herbert Smith Freehills,            5+ years of experience as a business analyst with sound understanding of the concepts of business intelligence including data warehousing....,87500.0
960,NSW,Business Analyst ,        IBM,Business Analyst - 12 months fixed term contract - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year fixed...,109620.0
961,QLD,Senior Business Data Analyst 2 positions,        Queensl Government,            Undertake advanced analysis of data utilising various applications and methods to enable integrated data and process improvement services to a range of clients...,87500.0
962,NSW,Business Intelligence Analyst,        Michael Page,Machine Learning - Artificial Intelligence is an added advantage. High Profile Government Agency....,87500.0
963,Nan,Data Analyst,        Alchemy Recruitment Consulting,            Collaborate with business function SME's to solve data problems; Apply data and analysis techniques to identify and collate data;...,87500.0
964,VIC,Associate Research Fellow in Deep Learning,        Deakin University,"            Join the Strategic Research Centre for Pattern Recognition and Data Analytics and initiate and conduct research in the areas of NLP, machine learning, and...",79194.5
965,NSW,Senior Data Scientist,        Amazon.com,"            Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences....",87500.0
966,QLD,Data Scientist / Analyst,        Queensl Rail,            Our newly created position known internally as the Condition Analyst sits within Network Assessment Management and is responsible for proving in depth analysis...,91435.0
